,labels
22462,b
7674,t
13404,t
24827,t
16820,b
18726,e
24556,e
8052,m
9968,b
11124,m
9634,e
19739,e
12535,e
17409,m
19649,e
19104,t
21986,b
22900,m
22570,t
17993,t
6267,b
18477,t
11611,t
6629,e
7062,e
11273,e
8539,t
3912,b
21328,e
15582,b
8922,e
15732,t
1732,m
15155,m
16477,b
24252,b
7299,t
9303,b
23103,b
10947,t
11874,b
4663,t
23186,m
24373,m
8437,t
17837,e
17290,m
8123,e
11284,e
3248,e
823,m
1352,b
16522,m
17241,e
16244,e
24253,m
10021,e
15132,b
7050,t
21949,e
19602,t
6503,t
13849,m
14590,e
13205,t
16310,e
3016,t
11053,t
8705,b
753,m
13316,b
9302,t
3425,e
5857,t
7577,t
4248,t
17318,m
11470,b
21774,m
20789,e
13935,m
16294,e
18072,e
22659,e
19259,e
5197,b
24379,t
7969,b
15809,b
6137,e
8357,m
941,t
2837,m
7786,m
8292,b
5956,t
8394,e
10882,m
8363,b
17811,b
24948,e
23443,b
16879,m
20018,t
2060,e
14972,b
11310,b
17444,e
1838,t
20377,b
2506,e
10675,t
24229,m
17887,m
3251,m
5400,m
1794,m
13395,m
2679,m
8583,b
20859,b
20188,b
21170,m
22031,e
14584,e
12487,e
18713,m
20489,m
5642,t
3455,m
7213,m
4700,m
844,b
15767,b
14245,e
21131,e
6849,e
18453,e
14100,m
21491,m
4821,m
143,b
1368,e
23874,e
18327,e
2304,b
17073,m
12718,m
15439,m
13657,b
1485,b
14823,b
4465,b
21867,b
15576,e
1692,m
15653,t
22401,t
16275,e
18809,e
22629,m
10626,t
19019,t
3230,b
14707,t
23951,m
7147,m
4268,b
20301,b
1452,b
22201,b
15972,b
11006,b
21447,e
14510,b
15046,m
4029,m
18433,t
11364,m
10054,b
3932,t
19443,b
21349,t
17615,b
1346,b
10686,b
17892,t
2709,t
2609,t
19737,b
1419,b
21878,m
13944,t
17766,e
18020,m
8113,e
12476,t
11862,b
7884,m
13585,b
18138,m
6741,b
2067,m
5814,m
22543,t
20649,b
18873,b
13731,e
5431,m
6251,m
2592,t
586,m
6276,t
8281,t
16636,m
1038,t
21527,t
1376,e
5435,b
1439,b
1091,t
10398,b
6412,t
8829,t
525,m
2078,b
2229,b
16363,b
19563,e
8720,e
12817,e
16908,t
23459,t
14532,b
12887,m
24712,t
17624,m
15528,m
8202,m
10921,b
24400,e
2171,m
14175,e
15507,e
2654,b
636,m
6158,e
1344,t
8117,b
19720,t
1859,e
18661,t
19202,m
16757,e
4475,e
20191,b
890,e
8788,t
1294,e
20774,e
4270,e
13032,m
16945,b
7673,m
4260,t
18283,b
11944,m
11867,t
9404,t
12263,t
24313,e
2052,e
4989,b
12523,t
6820,b
20986,t
16779,m
17813,m
9216,m
22886,t
1122,e
19835,b
52,b
15503,e
1904,m
14536,m
5888,e
8860,e
5710,b
7064,b
66,t
10553,m
17217,m
21060,e
13386,t
14447,t
19502,m
9297,m
11274,m
24305,e
11844,t
24510,m
1920,b
3652,t
24754,b
16605,t
21335,b
19684,b
19354,m
21444,m
4926,t
22052,b
8971,e
10774,t
23021,m
1719,m
10390,m
15320,b
3434,b
21842,b
12663,m
24933,t
12019,b
15031,m
11691,m
8606,e
23027,t
19701,e
5268,e
1113,b
11135,t
18736,e
18303,e
9406,t
7024,m
24925,e
6300,t
7267,t
8355,b
17581,m
2125,b
5929,b
20412,t
10138,t
954,t
4161,b
11182,t
17499,e
24155,t
19049,b
6846,e
20946,b
1715,e
20505,b
12975,b
24645,t
17169,e
1521,e
9664,m
9505,m
4479,b
11892,b
7942,m
1932,b
13135,b
23791,b
18898,t
22802,b
20979,t
23382,m
6898,e
12667,t
7404,t
19515,b
18473,t
11065,b
15725,m
12938,t
24994,m
6423,e
1833,e
6972,b
6133,t
5177,m
1279,e
13400,t
1104,b
8795,e
6207,m
5717,b
987,b
4950,m
4866,e
12451,e
7269,t
20195,m
18711,e
11715,b
18391,b
8288,t
4402,e
11656,b
16772,e
3758,b
14467,b
86,t
12453,b
6543,b
9658,b
24333,t
15127,e
1241,e
20014,m
3000,t
11467,b
17478,b
11203,m
6516,b
17028,e
42,b
16891,e
9198,t
10609,b
4337,t
1464,t
17166,b
7076,e
4332,b
13965,b
6888,m
4070,b
15992,t
23511,b
10128,e
14808,t
14006,e
20485,e
3653,t
13751,b
10148,e
11340,b
4082,e
20613,b
988,b
9316,m
7391,b
4590,e
1014,e
7671,e
12574,e
21498,m
14840,e
11639,m
2563,b
9315,b
9831,m
14482,b
14513,e
21845,m
7943,e
19697,t
5134,t
21481,m
9760,m
22656,t
12732,b
362,b
21442,m
2909,t
24329,b
14985,m
22185,b
10916,e
4384,m
307,b
11162,e
8215,t
18168,m
21339,b
11569,m
330,e
15630,t
9240,b
11540,b
4279,m
24831,m
9329,e
1188,e
23591,e
18974,b
17631,t
11449,b
20090,e
24285,b
3743,t
23835,e
10299,t
22751,t
3916,e
2424,t
3646,t
17176,b
23742,m
7779,t
2292,m
9839,e
14701,b
11436,m
10658,m
24049,m
8673,b
11181,e
4002,b
5223,b
7802,t
7171,t
19664,m
7121,b
18068,t
1473,b
1167,b
22012,t
24624,b
3169,m
20199,b
23172,m
4280,m
17086,b
11077,t
22333,t
22723,b
17008,m
13926,e
23736,t
10564,t
21947,b
13543,b
24286,e
24704,m
24409,e
4717,m
5581,b
11045,e
3720,m
1771,b
8726,t
21711,t
12706,e
2053,e
24194,m
1646,t
5434,m
5582,b
22630,e
9322,t
8399,b
2584,b
22996,e
6106,t
10170,m
22395,m
14828,b
8178,b
7739,e
8586,t
22286,b
24231,t
23662,m
8893,e
23982,t
4667,m
15335,m
20759,e
24030,e
10897,e
20027,e
18607,t
2073,b
18441,m
16154,e
12557,b
12900,m
21071,b
11076,t
660,m
17793,b
2649,e
6971,e
8888,b
6500,t
24472,t
14065,m
17368,b
8374,e
9788,t
16717,e
13594,e
10082,e
8596,e
8385,e
1126,m
4099,b
12083,m
21656,e
11737,b
10802,m
4387,m
21923,t
7210,b
16856,e
20925,m
7369,e
5928,b
17245,t
20895,b
16139,e
2891,e
1577,b
18762,e
15714,t
9413,t
2209,e
4214,m
5645,e
7374,b
13690,e
9072,e
19222,e
8957,e
23042,t
9195,t
21847,e
13799,e
15756,b
1031,e
1614,m
20388,m
7203,t
24160,b
2833,m
4894,b
20619,e
9241,m
12656,t
10622,b
4671,m
20127,m
16118,e
11612,t
12304,e
3301,t
22289,e
3857,b
3698,e
5320,t
18876,b
6865,t
22282,b
682,b
16269,m
18182,e
18090,m
4356,e
12839,b
2004,e
13830,b
15978,e
10056,m
14548,t
19053,b
11769,m
15898,e
15243,e
8777,e
14589,b
21855,b
12545,m
992,e
3285,b
12690,t
4756,m
17838,t
1993,m
20644,m
13620,t
17530,t
12957,b
5247,e
21508,m
19398,m
18997,b
6175,b
19663,m
22678,t
13809,e
20406,e
3141,b
9071,t
16050,b
24819,t
3947,b
18837,e
1307,e
10350,b
19359,e
24604,e
6201,e
19390,m
22946,e
7326,b
9304,e
23051,e
15170,e
14859,m
23849,b
11277,e
17172,e
24570,b
1448,e
16931,e
20495,t
15802,b
6096,e
10599,b
15024,m
14337,e
650,b
7561,b
18270,m
9586,m
23645,e
19366,b
9604,t
10147,m
14943,m
13176,e
14166,e
193,t
4284,b
3672,b
8612,m
15676,b
22388,e
17065,e
13181,t
22681,e
8205,b
16198,t
3601,t
4655,e
17788,m
2525,m
6541,e
6610,m
5789,e
14519,m
17061,b
9753,t
8401,m
4196,m
13388,e
24388,b
11269,m
276,t
22431,t
20061,b
10295,m
8226,m
9613,b
5649,m
16905,m
4984,m
15000,t
3052,e
14546,m
16999,t
7142,m
17475,b
19849,m
18484,t
7857,m
5971,m
23555,e
24579,b
7421,e
8001,e
1610,b
6442,m
19409,e
11565,b
5588,m
9672,t
2683,e
12642,e
22710,e
4517,e
1638,e
24057,m
19716,m
23308,m
325,m
15313,m
4923,b
13194,m
2129,t
17686,b
7502,t
18457,e
68,m
24335,b
20258,e
24829,t
5590,m
9409,t
7244,t
17683,t
22508,b
24071,b
11122,b
23584,b
2271,b
4276,b
24464,t
4213,t
24397,m
23131,b
15986,b
14348,e
13531,b
11036,m
8322,t
13950,t
5685,b
21707,m
12905,t
8750,b
5158,e
6086,t
12448,b
9206,t
17213,b
14780,t
19441,e
16507,t
21973,m
23727,t
18777,t
15491,b
23594,m
5021,t
20407,m
9340,b
23609,t
15619,m
22863,b
889,t
22444,b
16537,t
14512,t
1974,b
16912,t
10303,b
19458,t
15851,t
15158,t
11110,e
22281,e
4605,m
22954,e
1910,m
19987,e
17883,t
21872,b
9649,m
11788,m
15282,b
20220,b
24609,m
8810,m
19317,m
11172,m
13186,t
3914,b
22112,m
7116,t
3835,e
1678,t
9867,e
5102,t
1183,m
9996,m
10473,b
1060,e
17487,t
6185,e
17484,m
3807,m
5188,b
9705,b
23350,m
7784,t
2406,t
11292,m
24076,m
5939,e
23391,e
13310,m
8607,b
1853,m
2116,e
3372,m
12070,e
2764,t
17936,b
9042,m
24523,b
1087,b
16200,t
24893,e
1710,m
10084,t
8459,e
13278,m
11654,t
16730,e
12357,e
9507,b
8092,b
4944,e
10469,b
13064,b
4095,m
24492,t
1917,m
12870,e
3651,m
6055,t
7907,e
8502,t
21820,e
11982,e
22862,e
3779,m
16988,b
8670,t
20989,e
19967,m
13909,m
1047,t
20856,m
10592,e
15828,t
19171,e
3512,b
20841,b
9584,m
10217,e
1630,t
11093,m
20561,m
5712,b
6197,b
4509,m
8208,e
7447,b
495,t
9476,t
8487,e
20551,t
19161,m
10377,t
1482,t
19463,e
14434,b
9569,e
11395,e
23247,t
5640,t
15947,t
7541,b
9965,t
12636,m
13475,m
15029,b
2898,e
9909,t
18172,t
17671,t
21568,t
20183,t
17492,t
11023,e
22449,e
16731,e
2280,t
11312,e
16834,b
210,e
14949,t
23346,m
21486,e
10466,t
24146,t
11529,b
16385,m
22243,b
5871,m
7999,e
20547,e
11302,e
11882,m
1362,b
17603,b
19798,m
8460,b
17231,m
19008,m
2463,e
24722,e
14742,m
22743,e
20950,e
3375,t
2618,e
21091,e
13915,m
13623,e
12573,b
9314,m
7792,e
16509,t
16758,t
22291,t
5935,m
24785,b
6497,b
2722,t
7246,e
18958,t
6069,m
23950,t
6041,t
15841,b
12714,t
13016,t
54,m
22228,m
306,m
15495,e
11071,e
8259,m
959,b
98,b
164,b
12367,t
5285,e
12429,t
11549,t
24341,t
1837,b
13103,e
22172,e
14010,b
24822,b
17611,m
584,b
5985,m
20949,e
11297,t
13358,m
18351,e
12579,b
19124,b
20684,m
14876,b
21304,m
16761,m
12397,b
17295,m
19549,t
13817,b
22354,t
20215,t
18464,m
20363,t
9207,e
3396,m
11249,t
20356,m
13698,b
8501,m
9993,e
19237,b
1394,b
7190,m
4269,e
9277,m
3718,m
15882,m
5609,m
5345,t
13717,e
3843,m
3093,m
17101,b
24222,m
15388,b
23487,e
2468,m
23961,b
16352,e
15464,t
49,e
15691,m
7589,b
4759,t
20713,b
11902,b
24052,e
15472,t
17594,b
19788,m
2806,m
8941,e
11839,e
5270,m
3179,t
8963,m
7793,t
20276,b
3384,e
10712,e
12902,e
7937,b
12926,e
16502,m
1041,t
7519,t
4629,m
23438,e
5958,b
10182,t
5786,b
23806,b
16328,t
9111,t
20939,t
2212,e
8159,m
13417,e
17383,e
15558,b
442,b
24821,m
20380,e
19302,b
1656,m
14004,e
8293,e
11026,e
12194,e
10933,b
7383,m
16151,t
6592,m
21438,b
19044,t
23740,b
7275,e
2652,e
9669,t
17129,e
17167,m
18156,m
12526,t
7229,b
14818,e
21401,m
11067,e
22657,b
19723,m
3533,b
5169,t
16584,b
11342,m
602,e
5323,b
19223,t
858,e
23712,t
24682,m
11242,b
3048,m
4807,t
275,b
5807,m
12470,t
9131,t
20583,b
10479,m
22493,t
22142,m
24758,e
19414,b
5835,t
260,m
3820,m
24422,t
14012,t
13452,m
5983,m
1196,t
17679,b
5189,t
3628,b
2126,m
15724,b
16668,t
17550,t
6473,e
14687,t
4207,t
12496,m
7398,m
953,t
1026,e
21536,t
21739,e
14057,m
512,t
5426,e
13526,e
9148,t
9194,t
11448,m
17003,t
17953,t
13575,t
20293,e
24262,b
20738,e
18638,b
20021,b
6935,e
6552,b
2517,b
2714,m
4716,b
7532,e
15328,e
15262,m
24999,b
887,e
8122,m
4693,m
11824,m
17567,t
18249,b
11496,e
6837,t
1959,t
9012,b
6691,t
9687,e
5194,m
13467,e
17202,t
20735,e
11317,m
620,b
7414,e
8984,b
13762,t
21257,b
4180,m
8510,t
11402,m
4615,m
7537,e
19704,t
17258,t
10852,t
3640,b
15871,m
9815,b
9076,b
16365,e
18247,b
717,b
20780,e
1182,m
21398,t
19263,b
6754,b
11394,e
19992,b
13039,e
10364,m
2237,b
9925,b
17179,t
16792,m
21290,t
17941,b
23812,m
11912,m
1449,b
3990,b
3781,b
4302,m
6046,t
17807,b
23722,t
21422,e
14558,b
2190,e
978,e
4815,e
4018,m
19525,t
18508,t
961,t
15068,e
15881,e
19430,m
12235,m
2072,t
9155,t
9418,b
1865,e
12626,t
18835,m
5943,m
6324,t
4996,e
21956,e
23802,b
2924,m
16986,t
14265,b
3827,e
1661,e
21819,b
13030,b
637,b
92,m
18104,e
17763,e
23899,e
10239,t
3911,m
246,b
1407,e
2831,t
24594,m
7861,e
1978,m
16459,b
19781,b
16260,t
10488,e
16135,m
1049,m
24847,e
4534,e
11915,t
6580,m
6603,e
8676,t
18113,t
19226,t
19579,t
24234,t
12611,t
4594,e
8485,b
348,e
16456,e
17041,e
16764,b
1391,m
15587,b
9172,t
11393,e
15484,e
19613,m
19282,e
12266,m
1056,e
6859,b
22202,m
8462,e
8560,e
9486,t
22362,b
3886,e
11751,t
11426,b
13627,t
268,m
3897,t
20109,e
1956,t
9699,t
19822,b
15530,e
7509,b
19878,t
1965,t
18763,t
5224,e
23843,b
6601,b
19133,m
1795,b
3869,t
24352,e
9841,t
22563,m
9293,m
11807,e
11214,e
4487,t
23536,e
23011,m
1293,t
12380,m
24172,b
21925,b
23236,t
23803,m
12728,t
12345,m
23080,t
12421,b
9073,m
88,m
1827,t
12575,e
1858,t
5772,t
19679,t
15680,b
19129,e
12756,b
18716,t
2855,m
7853,b
3774,b
5831,e
12658,m
11942,b
7459,t
14786,b
13937,t
17268,e
1605,b
23052,e
7660,e
2753,b
19227,m
4577,e
10638,m
11621,e
3404,b
840,b
15736,e
6550,b
14122,b
8161,m
17881,b
7373,b
15804,e
11787,m
16641,m
23251,t
2240,e
5337,e
8346,t
3545,m
5890,m
24031,e
11235,e
8619,b
13024,e
6294,t
1404,e
6230,m
18240,b
1562,b
16896,b
7281,m
13542,m
23183,t
19553,m
3443,b
3813,t
14116,e
13607,b
19358,m
15119,m
8973,m
8419,m
2754,e
21709,t
22624,b
13096,m
6238,e
7981,b
3625,m
2624,m
18840,t
24450,m
14296,m
4308,m
16960,e
23067,t
6609,t
16499,e
4274,t
17721,m
18209,t
21229,b
19991,t
18350,e
15345,t
809,e
16408,t
5545,t
15685,m
10439,t
20987,t
5351,b
17395,t
3028,t
9387,t
10865,m
24010,t
24653,e
12659,t
17818,b
11850,b
7125,e
15965,e
19548,b
6135,t
24541,m
19069,e
23311,b
15712,t
24225,m
20760,m
9989,e
18980,b
22292,e
6707,e
15424,m
20244,t
9947,e
14458,t
24401,b
3961,t
17741,b
14089,m
11390,t
14700,e
8994,t
7250,t
17459,t
6796,b
5870,b
23735,t
22376,b
8818,m
24205,e
22013,t
16880,t
23048,b
4677,t
22311,m
24978,t
8120,m
11865,m
12047,m
22314,b
2455,m
9107,t
24181,b
3420,b
8774,m
23946,b
8642,t
24131,e
20629,m
21579,b
12804,t
6326,e
12641,t
18252,m
22801,m
12679,t
24826,e
18821,m
2485,e
21753,b
13991,m
2211,m
6084,b
5257,b
9741,b
17644,t
12989,m
931,t
13033,b
1712,b
15721,e
16261,e
21262,m
22070,t
2418,e
4579,e
6710,b
575,e
18905,t
10171,m
16230,b
12076,m
19424,e
14545,b
8494,b
17836,b
24449,e
4024,m
2595,e
24495,e
16823,t
23234,t
17449,e
23313,b
22438,t
17385,b
3448,m
23328,b
17216,t
12891,t
18852,b
24749,e
7298,t
22912,e
1556,t
810,t
14241,e
1260,b
1907,t
22932,b
21626,m
13559,t
9038,e
5521,t
16917,t
3381,b
13742,t
4432,b
22726,b
3469,e
18131,e
23065,t
2027,m
19997,e
573,b
5309,t
24651,m
23858,t
3485,m
657,m
6355,e
9844,b
10532,b
16169,e
20180,e
9239,b
22478,b
9859,m
21816,b
17509,m
4460,e
4353,b
18220,b
21888,t
17322,e
21493,t
24004,t
15521,t
24272,t
17497,b
4884,b
22384,e
14039,e
24740,b
5904,m
3459,e
4355,b
1072,b
13685,b
13704,t
18030,t
4537,e
6298,m
7005,b
23834,t
12824,b
24426,m
2069,e
3150,b
18557,e
19976,m
5526,e
21366,e
338,m
17548,m
21553,b
4191,m
23427,b
12845,t
3536,b
9936,e
6476,m
24142,m
9104,t
1925,m
6761,b
11355,m
13676,m
21902,m
7703,m
24308,t
6026,e
949,b
2605,e
15956,m
1657,b
1400,e
14809,e
18078,m
663,m
14007,t
11900,b
2297,m
12647,b
2561,m
10602,t
3594,b
18683,t
1453,e
24462,m
8863,m
9100,m
18960,m
893,e
22573,e
12311,m
15373,b
253,b
11213,t
18117,t
20823,b
23647,t
8591,t
2519,b
13287,e
13970,e
22545,t
23639,m
8969,b
6833,t
16828,t
9328,e
15549,b
21640,b
20231,e
16712,m
14853,e
14688,t
14901,e
15827,b
13776,m
18277,t
5733,e
17622,e
7898,t
2417,t
22463,e
1543,m
8366,t
4990,t
16859,e
18887,b
11498,t
17236,b
17316,m
8264,b
2419,m
16291,m
10,t
22279,b
8072,t
9589,b
14583,e
20204,b
4649,m
23969,e
7353,t
14143,t
13936,b
8837,m
11442,b
13210,e
24213,b
23672,b
5747,b
10004,e
15502,b
5165,b
13138,t
3543,b
12284,t
13109,b
5595,t
1862,m
1096,m
5199,m
10988,e
23884,e
11914,t
10737,m
10881,t
20951,t
6367,t
3258,m
19904,m
13405,m
2011,e
13586,t
1765,e
15866,t
6290,e
23864,t
24270,t
20030,m
9221,t
2338,b
760,b
975,b
16238,e
17713,t
9509,t
23805,m
21116,e
6825,e
6358,e
8008,m
4553,m
6101,b
5840,m
2767,m
20118,m
15033,m
4251,t
22110,b
5848,t
2205,m
14315,b
6881,e
12511,t
16372,t
24249,t
8325,m
17877,t
10485,e
22628,t
10089,e
7908,b
5084,e
10200,e
10322,m
8672,b
8,e
12033,t
10131,b
16458,b
18354,e
17874,m
709,t
1550,t
6864,e
10344,e
18569,b
705,t
23232,m
15534,t
4422,e
9852,b
3214,m
16853,m
214,e
20553,e
13394,e
1860,e
6232,m
12777,b
12103,m
16610,m
8191,m
15465,t
15556,m
8035,t
6850,m
3726,e
4145,t
23030,b
13022,b
9725,m
1370,b
6285,e
23683,e
7619,b
21914,b
19025,t
23709,m
15051,t
3304,m
10961,b
17776,m
5474,e
2141,e
9213,t
6952,m
22609,e
6019,b
11261,m
10730,m
15121,b
20371,t
24393,m
7709,e
3717,t
8504,t
8608,m
3573,m
23973,t
2056,t
5464,m
8282,b
7491,e
21521,b
12388,e
11599,t
3234,t
21369,b
955,m
13038,e
617,e
8894,m
5213,t
20720,t
7105,t
12321,m
11473,m
21813,m
13927,t
24934,e
2133,m
7086,e
18788,m
11,t
20368,t
3589,t
19107,m
11158,e
3748,b
8566,m
854,b
18152,m
23421,t
460,m
69,b
7215,m
19569,e
10652,t
21189,t
19529,m
20652,m
20428,t
24403,b
2987,t
12331,b
20193,b
8184,t
1919,t
20263,b
16777,m
18280,b
7366,b
8317,e
22907,b
4858,m
7810,m
13660,m
235,e
818,e
14081,e
18195,e
24709,m
6677,m
5864,e
24077,b
20779,b
11965,b
8721,m
14639,b
3955,b
23989,b
2454,b
12043,t
16325,t
23751,b
17026,b
6268,b
19715,m
3018,b
22390,e
226,t
18306,e
1742,e
12554,m
861,e
16791,e
22741,t
11091,e
13570,t
6656,b
18075,t
5691,t
13132,e
6005,t
16029,m
9655,b
20137,t
23686,m
22474,b
21851,t
6994,t
4194,b
20532,t
3322,e
17506,b
697,t
22645,b
23264,m
19048,b
10209,t
11452,e
10133,m
23888,t
14071,b
13693,e
8765,b
6947,m
6481,m
5677,b
5276,e
24103,m
5125,t
22532,t
8027,m
12860,t
5761,m
22593,m
5614,b
15520,t
3013,m
11287,e
631,t
11041,e
19014,m
9542,m
23444,m
20849,b
4561,m
20889,t
12930,m
24473,b
6062,e
8986,m
17365,e
4597,e
9191,m
13960,b
22197,b
4515,m
15901,e
18797,t
10722,m
16495,e
1609,m
17614,b
23940,e
9024,t
24512,e
19853,t
1697,e
8491,t
4434,t
7789,t
3295,b
9201,t
20151,m
18353,b
14488,e
19519,t
16969,t
18721,b
24907,e
5773,m
2030,b
4766,t
12501,m
19625,t
8043,b
14615,b
13372,t
102,b
17403,m
22146,t
2265,m
5142,t
20910,m
17829,b
2641,t
24630,b
3115,m
7126,e
12529,m
599,m
22498,b
23380,e
10118,m
21760,t
6655,m
627,b
21525,m
3735,e
18292,m
1224,e
11563,m
5206,b
14935,m
15156,b
13573,m
14821,m
5366,t
14606,e
18783,m
18764,m
20507,m
6583,t
15471,e
16842,e
2372,t
16937,b
20624,e
4494,e
5501,t
6337,t
3619,e
7070,b
5505,t
6347,e
2663,e
14377,t
17967,t
12188,e
16378,b
17417,b
12116,t
22434,m
19277,b
12486,t
18142,b
16558,e
6803,e
16874,t
1929,m
11210,t
12132,t
18970,t
8517,t
8886,e
16656,e
24659,m
21068,m
20803,t
12385,e
5682,e
12218,t
21904,m
14357,b
8911,t
12340,m
22857,m
4680,e
13500,m
22486,m
23046,t
9064,t
3929,b
22365,t
7622,t
2662,e
4140,m
4273,e
12877,e
16015,e
10576,b
20430,m
21147,t
9627,t
20446,e
16884,e
6099,e
10820,m
8682,b
19065,b
24226,m
1088,m
16333,m
4313,m
5898,e
21686,b
23268,m
15884,e
15633,e
4292,e
8697,b
19988,t
20447,e
23669,e
6140,b
24258,e
19235,t
5176,t
11515,e
7191,m
24042,t
22884,b
5212,b
11727,m
15754,t
13069,e
21392,b
11420,m
83,m
141,m
2032,e
7274,b
4713,t
18727,m
18417,t
4227,m
3084,b
2178,m
20067,m
18626,b
24578,e
10630,b
24036,m
17802,m
10986,t
24803,m
21441,t
20099,m
21783,e
17020,m
21950,e
13117,t
768,m
14033,e
21223,b
20092,m
14735,m
14755,b
2889,t
23007,t
23163,m
1976,t
24558,m
11585,e
9715,b
16036,b
11500,e
20937,m
17081,b
1590,b
6452,m
6605,b
11602,m
1130,m
871,t
14528,e
6953,e
17181,m
480,m
182,e
23124,t
9752,e
10759,t
13666,b
20810,t
21326,b
20610,e
2685,t
15987,t
886,b
17743,e
23392,t
4673,b
12594,m
8532,b
10164,e
3977,m
12754,b
7885,t
24100,b
7654,m
20992,b
20958,e
3680,m
1168,m
13046,m
17473,e
23892,m
16634,e
21829,e
15791,e
8884,e
15763,e
7279,m
22212,t
8689,t
2973,t
24676,e
14622,e
5076,e
7548,e
20563,e
14557,m
742,m
24881,m
15041,m
12784,m
18573,e
10964,t
8492,e
21873,t
8861,b
4173,e
19119,t
4616,e
20869,t
19949,b
8819,e
7675,e
24191,m
249,e
10362,t
11025,m
9360,e
18116,b
20747,b
10447,b
14638,e
6262,m
10404,m
19078,b
20279,e
17278,b
2084,t
18211,e
23693,b
21383,b
6464,b
16650,b
1359,t
932,t
20473,m
3874,e
794,e
431,b
449,m
12841,m
4924,b
17402,t
9560,m
24989,e
10702,b
15103,b
23547,t
8350,e
7633,e
23880,b
11043,b
11671,m
2510,e
7073,b
7661,t
11145,e
17427,m
11017,t
23084,m
1604,b
12187,b
6126,e
4780,e
21435,b
19748,b
20033,e
16595,b
10811,b
10391,e
3954,e
10407,e
234,t
24841,t
19601,t
24737,m
10379,t
14626,m
35,t
6779,e
7294,t
15028,t
11564,t
833,b
8618,m
9606,m
204,e
24235,e
9862,e
2079,b
19278,m
3488,t
20659,b
19166,m
12512,b
7448,e
10577,b
78,m
5429,t
11911,b
5704,e
14195,b
12119,e
5306,b
24385,m
19832,m
23083,b
12692,m
10884,b
19818,t
13774,m
16160,e
12949,b
1704,e
16639,m
135,t
23367,e
4939,b
15632,t
3083,e
11508,b
20730,e
19884,m
24636,e
22149,b
21122,e
11136,e
7092,m
7683,t
7085,b
737,m
6398,e
3626,b
12190,b
22937,m
13410,t
4993,e
239,m
1564,m
24805,t
12456,m
11562,t
14253,e
21724,m
10814,m
12898,e
3732,t
21742,t
4935,b
3848,b
16164,t
9803,m
22015,e
11169,t
11617,t
23814,e
5537,b
7339,e
21700,e
16693,b
12278,b
13063,t
1792,m
6165,b
21587,e
15118,t
13796,e
12361,t
17780,b
2430,b
21446,t
847,m
3218,m
8149,t
4172,b
2049,t
3565,t
11988,t
1688,b
22412,b
2272,t
23538,b
15794,e
9140,m
5940,m
20491,b
8571,m
1040,m
24443,e
8177,t
16205,e
8003,m
16862,t
19518,b
9933,b
18049,e
17424,e
639,t
5017,e
15957,b
22209,e
10173,t
14201,m
3140,t
11733,t
12540,t
1703,e
11410,b
13356,e
16739,m
24189,e
15821,t
4735,b
22997,b
24277,t
5522,m
16753,t
22357,m
19814,m
7063,b
21937,e
5741,t
15926,t
5560,e
11964,e
15339,t
4876,b
6174,t
11371,e
4222,t
15523,m
13113,m
12110,b
14457,e
21832,m
13420,m
23284,t
18987,e
14259,t
14431,e
19686,b
23996,m
14860,t
17573,e
18881,m
1517,e
5524,t
17007,t
19713,b
22805,t
8979,t
8049,m
9146,e
15771,t
21050,m
14894,e
12682,m
24342,m
4077,m
6746,e
9708,e
24869,b
13143,t
15391,t
3502,e
20831,t
21503,t
7852,t
14117,t
15734,e
11943,b
10370,b
19488,b
2776,m
24033,b
2311,b
4427,e
20194,b
16265,m
15166,t
22806,m
1602,b
22714,e
24344,t
263,m
18127,e
23747,e
1120,m
17293,t
20286,b
11411,e
7060,t
11841,t
20025,b
17762,m
3096,m
9637,m
9610,m
332,t
21683,t
15183,b
18588,b
11103,t
23558,t
11167,t
16865,b
23278,b
14067,t
4080,m
14149,b
5442,t
10268,m
1898,e
19244,e
24611,e
24824,t
5992,t
24468,e
14659,b
486,m
14919,m
20887,e
10046,b
16112,b
5430,t
3102,b
20579,m
6970,m
740,t
13306,e
23910,e
21031,e
3341,e
15993,b
1867,b
2057,e
19336,e
15774,t
4232,t
20664,t
9824,m
21206,e
3887,e
17841,m
23099,m
14341,b
24484,b
5599,m
13468,m
12198,e
20835,m
1760,b
1090,t
9898,b
24543,m
18922,e
17816,t
8667,b
13214,e
16471,t
22436,b
5528,m
17585,b
5822,t
622,t
11625,m
18272,m
13457,e
9526,e
19435,t
4511,e
12947,m
22599,m
22488,m
15200,t
5214,e
2700,t
13872,t
10445,b
16021,t
1510,t
9003,m
6405,m
18251,m
14878,m
2573,e
21293,t
4322,m
17571,b
4210,t
20365,b
12301,e
12675,t
24599,b
4468,m
6440,e
3873,m
4473,m
2995,t
8541,t
22747,e
14367,b
15941,m
15604,e
13345,b
3097,m
16360,b
19363,b
12250,t
4193,b
11570,b
17113,m
23162,b
15150,m
835,b
4635,m
19313,b
1018,b
21808,e
9457,b
24360,b
8684,t
13460,m
20558,b
24846,m
4079,e
1988,m
23154,b
11533,t
9832,b
4757,e
21043,m
10388,e
13223,m
7958,t
3861,m
13217,b
19554,t
2236,b
13567,t
4364,m
24406,m
5160,m
13530,b
14224,m
5925,b
11430,e
23980,t
19487,e
19751,t
23783,e
24357,e
14410,t
14000,t
20654,e
21674,b
10083,m
7177,b
17663,e
4762,b
17064,b
21429,t
10922,m
